clean_text,main_label,sub_label
· Have received the capgemini “pat on back reward for the effective support to achieve CSL,content,experience
· Have been a part of operation calls that happens every week,content,experience
· Extended support to other regions at the time of need.,content,experience
Achievements,header,experience
· Have been recognized as the “Extra Miler” in the process,content,experience
Technical Skills,header,knowledge
· Experience in using Excel,content,knowledge
· Exposed to 1Source(Invoice Adjustment Platform).,content,knowledge
Academics,header,education
· B.COM - Honours (2013-2016),content,education
SDNB Vaishnav College for Women,content,education
76% Aggregate,content,education
· HSC. (2012-2013),content,education
Sri Sankara vidhyalaya matriculation higher secondary school Chennai. 88% Aggregate,content,education
· SSLC (2010-2011),content,education
Sri Sankara vidhyalaya matriculation higher secondary school Chennai 81%Aggregate,content,education
Key strength,header,knowledge
· Strong verbal and written communication.,content,knowledge
· Ability to capture and transfer knowledge,content,knowledge
· Social with peers and able to amend with any group,content,knowledge
Personal Profile,header,others
Name,meta,others
:,meta,others
Gayathri kannabiran,meta,others
D.O.B,meta,others
:,meta,others
11 Nov 1995,meta,others
Gender,meta,others
:,meta,others
Female,meta,others
Father’s Name,meta,others
:,meta,others
Kannabiran,meta,others
Linguistics Skills,header,knowledge
:,meta,others
"English, Tamil",meta,knowledge
Interests,meta,others
: Music,meta,others
Nationality,meta,others
: Indian,meta,others
Declaration,meta,others
I hereby declare that the information furnished above is true to the best of my knowledge and belief.,meta,others
Date:,meta,others
Place: Chennai,meta,others
Gayathri kannabiran,meta,others
Deepak Maharana,meta,others
Dedicated person interested in pursuing a job that allows me to use my skills to benefit the company,meta,others
Kaikondrahalli,meta,others
"Bangalore, 570035",meta,others
"7204870100, 7892632649",meta,others
deepak.maharana01@gmail.com,meta,others
Experince:,header,experience
"Wipro Technology, Bangalore — Network Engineer",content,experience
"JULY 2015 - PRESENT,",content,experience
Education,header,education
Disha College of Management and Technology,content,education
"Berhampur University, Odisha— BCA (Bachelor in Computer Application)",content,education
March 2012 - March 2015,content,education
"Kukudakhandi Science College, kukudakhandi — 12th",content,education
March 2009 - March 2012,content,education
PROJECTS,header,project
— NABARD (Cooperative Banks),content,experience
—DELL EMC (SMARTS ),content,experience
Resposibilities:,header,experience
"· Supports and manages LANs, WANs, Internet and Intranet systems.",content,experience
"· Conducts regular audits to ensure all frameworks and processes that have been integrated into the system are working properly, efficiently and in accordance with the goals, objectives and standards of First Bank of Indianapolis.",content,experience
· Updates and monitors security systems of network infrastructure.,content,experience
· Designs and implements data integrity measures as well as daily system backups.,content,experience
"· Maintains data security and ensures integrity, protection of all client information.",content,experience
· Orients business units and other application users on changes in network configurations.,content,experience
"· Configuration, Maintenance and Troubleshooting of various Cisco router, Switches and firewalls for clients",content,experience
· Bandwidth management(QOS),content,experience
· Clearing port security violations in switch,content,experience
· Access/permission management at ASA and Checkpoint firewall,content,experience
· Creating objects in ASA firewall,content,experience
· Upgrading software image (IOS) of cisco device.,content,experience
· All network and security device Backups through TFPF,content,experience
· Troubleshoot and resolve critical /high impact branch and DC level network issues Implementing Access list & VLAN configuration in Switches,content,experience
· Troubleshooting hardware failures and traffic management issues,content,experience
· Troubleshooting switching issues.,content,experience
"· Coordination with various vendors, end user support department and onsite engineers.",content,experience
· Escalating & following up with internal teams for Unresolved Incidents/ Issues.,content,experience
· Handling Isolation cases from level 1 engineer.,content,experience
.,meta,others
Skills:,header,knowledge
· Routing and Switching.,content,knowledge
"· Configuration of Cisco Routers ( 800 1700 1800 2600 2800 / 3600 series),",content,knowledge
"· Routing Protocols(RIP,RIPv2, EIGRP, OSPF,BGP)",content,knowledge
"· TCP/IP, DNS, DHCP, WINS",content,knowledge
"· Troubleshooting and fault-finding services for network problems. VLAN, ACL, SNMP, OSI layers.",content,knowledge
· Linux fundamentals,content,knowledge
"· C, C++, HTML, Core JAVA, Python, Selenium ,QTP Automation Testing",content,knowledge
Strength and hobbies,header,others
"· Positive Attitude, Quick Learner, Self Motivated, Coaching , Punctuality , Organization Skills",content,others
Certification,header,education
· Cisco Certified Network Associate (CCNA),content,education
· CSCO13296683,meta,education
Declaration:,meta,others
Hereby I declare that the above furnished details are true to the best of my knowledge and belief.,meta,others
Place: Bangalore,meta,others
"Yours Sincerely,",meta,others
Deepak Maharana,meta,others
Sensitivity: Internal & Restricted,content,others
Praveen Kumar V M,meta,others
Curriculum Vitae,header,others
TEMPORARY ADDRESS,meta,others
"# 484, 2nd B, 3rd Main, Mathikere, Bangalore – 54.",meta,others
Email: praveengdr@yahoo.in,meta,others
Mobile: 08903774855,meta,others
Telephone: 0870 061 0121,meta,others
Email: info@dayjob.com,meta,others
OBJECTIVE,header,others
"A challenging position in an organization where my technical, research and analytical skills would be applied for the betterment of the organization.",content,others
QUALIFICATION,header,education
"M.Sc., Physics (Specialization in Nanotechnology)",content,education
Project:,header,project
"Nanotechnology-“Structural, Magnetic and Electrical Studies on Bi0.7La0.3FeO3 thin films by Magnetron Sputtering.”",content,experience
KEY COMPETENCIES AND SKILLS,header,knowledge
PROFESSIONAL SKILLS,content,knowledge
· Operating System: Windows & Linux.,content,knowledge
"· Proficient in using MS Office, Windows OS, Ubuntu.",content,knowledge
· Typing speed 30 wpm.,content,knowledge
"· Programming Language: HTML, CSS, PHP, JS (basic skills).",content,knowledge
"· Web design: Drupal, Wordpress, SEO, SEM, Digital Marketing.",content,knowledge
PERSONAL SKILLS,header,knowledge
"· Hardworking, self-motivated, highly responsible and dedicated to work.",content,knowledge
"· Can work with team or independently, good at solving problems, and interested in learn new things.",content,knowledge
"· Problem solving, Pertinence, Patience, Human relationship, Creativity and Quick Learner.",content,knowledge
"· Languages Known: Malayalam, Tamil and English (Read, write and speak); Hindi (Read & write).",content,knowledge
"· Personal Hobbies: Reading, listening music, article writing and sports.",content,knowledge
Date of Birth,meta,others
: 26-01-1986,meta,others
Gender,meta,others
: Male,meta,others
Nationality,meta,others
: Indian,meta,others
Marital Status,meta,others
: Unmarried,meta,others
Permanent Address:,meta,others
"D.No: 2/267, Sreemadurai(PO), Manvayal,",meta,others
